NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP	GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP		199	-0.18565606	-0.9490224	0.54110897	0.9674896	1.0	8067	tags=24%, list=23%, signal=31%	
GSE22045_TREG_VS_TCONV_DN	GSE22045_TREG_VS_TCONV_DN		191	-0.1883242	-0.94885075	0.5326923	0.9676603	1.0	6991	tags=24%, list=20%, signal=29%	
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_UP	GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_UP		198	-0.18298037	-0.94878143	0.5893186	0.9675128	1.0	7452	tags=24%, list=22%, signal=31%	
GSE4142_NAIVE_VS_GC_BCELL_UP	GSE4142_NAIVE_VS_GC_BCELL_UP		199	-0.18699811	-0.94877017	0.58469945	0.96718246	1.0	6966	tags=23%, list=20%, signal=29%	
GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_DN	GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_DN		200	-0.2230459	-0.9487064	0.49309665	0.967035	1.0	9862	tags=33%, list=29%, signal=46%	
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_180MIN_UP	GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_180MIN_UP		200	-0.2127477	-0.9486925	0.50581396	0.96671844	1.0	7117	tags=24%, list=21%, signal=29%	
CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP	CREIGHTON_AKT1_SIGNALING_VIA_MTOR_UP		34	-0.35353273	-0.9485604	0.51756006	0.96672916	1.0	15235	tags=65%, list=44%, signal=116%	
RELA_DN.V1_UP	RELA_DN.V1_UP		148	-0.22942603	-0.9484494	0.5085066	0.96668625	1.0	7478	tags=31%, list=22%, signal=39%	
GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP	GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP		196	-0.218352	-0.9483482	0.5325885	0.9666124	1.0	7073	tags=27%, list=20%, signal=34%	
BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN	BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN		31	-0.3167151	-0.94823366	0.5189394	0.9665612	1.0	9371	tags=35%, list=27%, signal=49%	
STK33_DN	STK33_DN		278	-0.19918814	-0.94804734	0.55938697	0.9667543	1.0	9611	tags=35%, list=28%, signal=47%	
GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_4H_BMDC_DN		200	-0.19917512	-0.9479812	0.54150945	0.96656954	1.0	10937	tags=35%, list=32%, signal=51%	
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN	GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN		198	-0.2097877	-0.94711	0.5307377	0.96875453	1.0	9265	tags=29%, list=27%, signal=40%	
GSE42021_TCONV_PLN_VS_CD24LO_TCONV_THYMUS_UP	GSE42021_TCONV_PLN_VS_CD24LO_TCONV_THYMUS_UP		199	-0.20664309	-0.94692075	0.556797	0.9689601	1.0	7276	tags=27%, list=21%, signal=34%	
SINGH_KRAS_DEPENDENCY_SIGNATURE	SINGH_KRAS_DEPENDENCY_SIGNATURE		20	-0.5823967	-0.9468342	0.6825397	0.9688828	1.0	7934	tags=60%, list=23%, signal=78%	
GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_DN	GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_DN		199	-0.21745801	-0.94656533	0.521576	0.96930665	1.0	6218	tags=20%, list=18%, signal=24%	
GSE360_DC_VS_MAC_L_DONOVANI_DN	GSE360_DC_VS_MAC_L_DONOVANI_DN		199	-0.19146428	-0.9464454	0.5226824	0.9692959	1.0	7334	tags=23%, list=21%, signal=29%	
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING		32	-0.26216447	-0.94612664	0.5274102	0.9699044	1.0	7200	tags=31%, list=21%, signal=39%	
GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_DN	GSE29164_UNTREATED_VS_CD8_TCELL_TREATED_MELANOMA_DAY7_DN		198	-0.22619589	-0.9460907	0.5559633	0.9696475	1.0	4690	tags=20%, list=14%, signal=23%	
GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN	GSE13484_12H_VS_3H_YF17D_VACCINE_STIM_PBMC_DN		198	-0.20973164	-0.94606805	0.5116279	0.9693555	1.0	7510	tags=26%, list=22%, signal=33%	
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_DN	GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDC_DN		200	-0.22081485	-0.94585925	0.5139442	0.96960485	1.0	8269	tags=24%, list=24%, signal=31%	
GSE27786_CD4_TCELL_VS_NKCELL_UP	GSE27786_CD4_TCELL_VS_NKCELL_UP		200	-0.1891606	-0.94579756	0.53370786	0.9694334	1.0	7441	tags=24%, list=22%, signal=30%	
ROESSLER_LIVER_CANCER_METASTASIS_DN	ROESSLER_LIVER_CANCER_METASTASIS_DN		50	-0.23683582	-0.94576734	0.53136533	0.96915907	1.0	6114	tags=24%, list=18%, signal=29%	
GSE11057_CD4_EFF_MEM_VS_PBMC_DN	GSE11057_CD4_EFF_MEM_VS_PBMC_DN		194	-0.22526588	-0.94565946	0.5086705	0.9691298	1.0	6961	tags=25%, list=20%, signal=31%	
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN	GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN		200	-0.19540586	-0.9455508	0.54339623	0.9690966	1.0	5634	tags=19%, list=16%, signal=23%	
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN	GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_DN		197	-0.21663539	-0.9454685	0.49905482	0.9689757	1.0	8656	tags=27%, list=25%, signal=36%	
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7	YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7		72	-0.23602815	-0.9452686	0.5095057	0.9691813	1.0	11883	tags=40%, list=34%, signal=61%	
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	SASSON_RESPONSE_TO_GONADOTROPHINS_DN		86	-0.23085058	-0.945205	0.5279851	0.9690073	1.0	9349	tags=34%, list=27%, signal=46%	
GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_UP	GSE16385_ROSIGLITAZONE_IL4_VS_ROSIGLITAZONE_ALONE_STIM_MACROPHAGE_UP		200	-0.20694882	-0.9451813	0.5604396	0.9687214	1.0	6711	tags=26%, list=19%, signal=33%	
GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_UP	GSE10211_UV_INACT_SENDAI_VS_LIVE_SENDAI_VIRUS_TRACHEAL_EPITHELIAL_CELLS_UP		152	-0.19955756	-0.94506174	0.53505534	0.9687223	1.0	4539	tags=17%, list=13%, signal=20%	
JIANG_AGING_CEREBRAL_CORTEX_UP	JIANG_AGING_CEREBRAL_CORTEX_UP		32	-0.2420045	-0.94497347	0.57793343	0.9686463	1.0	3372	tags=16%, list=10%, signal=17%	
PID_AJDISS_2PATHWAY	PID_AJDISS_2PATHWAY		48	-0.25315076	-0.94496375	0.5336976	0.9683207	1.0	6066	tags=21%, list=18%, signal=25%	
GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP	GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP		198	-0.19586566	-0.9449584	0.5214153	0.96798307	1.0	4154	tags=17%, list=12%, signal=19%	
WP_NUCLEOTIDE_EXCISION_REPAIR	WP_NUCLEOTIDE_EXCISION_REPAIR		44	-0.2682761	-0.94486284	0.5221774	0.96791315	1.0	7658	tags=27%, list=22%, signal=35%	
SERVITJA_LIVER_HNF1A_TARGETS_DN	SERVITJA_LIVER_HNF1A_TARGETS_DN		163	-0.40610057	-0.9446926	0.6726297	0.96806794	1.0	7773	tags=46%, list=22%, signal=59%	
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN	GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_1H_DN		199	-0.22037707	-0.94437367	0.49604744	0.9686484	1.0	9265	tags=29%, list=27%, signal=39%	
SMIRNOV_RESPONSE_TO_IR_6HR_UP	SMIRNOV_RESPONSE_TO_IR_6HR_UP		168	-0.21337835	-0.94410646	0.5262172	0.96905416	1.0	7303	tags=26%, list=21%, signal=32%	
GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN	GSE3982_MAST_CELL_VS_EFF_MEMORY_CD4_TCELL_DN		191	-0.21980533	-0.9440714	0.54814816	0.968813	1.0	9488	tags=32%, list=27%, signal=44%	
GSE3920_UNTREATED_VS_IFNA_TREATED_FIBROBLAST_UP	GSE3920_UNTREATED_VS_IFNA_TREATED_FIBROBLAST_UP		167	-0.21319504	-0.9439348	0.5	0.96884847	1.0	7571	tags=26%, list=22%, signal=33%	
VARELA_ZMPSTE24_TARGETS_DN	VARELA_ZMPSTE24_TARGETS_DN		42	-0.4115442	-0.9438189	0.62611806	0.9688093	1.0	8434	tags=50%, list=24%, signal=66%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		131	-0.23854937	-0.9437472	0.5288809	0.96866417	1.0	7471	tags=32%, list=22%, signal=41%	
GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	GSE3982_BASOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP		200	-0.20540933	-0.9435283	0.5304183	0.9689099	1.0	6333	tags=22%, list=18%, signal=27%	
REACTOME_FGFR2_ALTERNATIVE_SPLICING	REACTOME_FGFR2_ALTERNATIVE_SPLICING		27	-0.3055295	-0.9434742	0.5426945	0.9687197	1.0	10139	tags=41%, list=29%, signal=58%	
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS		102	-0.22339928	-0.9431427	0.53537285	0.96933365	1.0	6230	tags=24%, list=18%, signal=29%	
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM		162	-0.2623923	-0.9429412	0.4959514	0.9695685	1.0	8446	tags=28%, list=24%, signal=37%	
GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_DN		199	-0.19738415	-0.9427511	0.5426357	0.9697774	1.0	7384	tags=23%, list=21%, signal=29%	
GSE369_SOCS3_KO_VS_IFNG_KO_LIVER_UP	GSE369_SOCS3_KO_VS_IFNG_KO_LIVER_UP		198	-0.19148032	-0.9427327	0.5524862	0.9694734	1.0	4761	tags=18%, list=14%, signal=20%	
GSE45365_WT_VS_IFNAR_KO_BCELL_UP	GSE45365_WT_VS_IFNAR_KO_BCELL_UP		194	-0.1864263	-0.9427073	0.5469613	0.969189	1.0	8111	tags=26%, list=23%, signal=34%	
GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_UP	GSE21063_3H_VS_16H_ANTI_IGM_STIM_BCELL_UP		198	-0.20147924	-0.9425996	0.528757	0.9691553	1.0	6029	tags=21%, list=17%, signal=26%	
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN	GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_DN		199	-0.19931912	-0.94252163	0.54189944	0.96902645	1.0	9623	tags=31%, list=28%, signal=43%	
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_DN	GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_DN		198	-0.19705272	-0.94222605	0.56226414	0.9695411	1.0	9314	tags=29%, list=27%, signal=40%	
GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP	GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP		166	-0.24060544	-0.94220537	0.5365854	0.9692455	1.0	9365	tags=34%, list=27%, signal=47%	
GSE14308_TH1_VS_TH17_DN	GSE14308_TH1_VS_TH17_DN		200	-0.19695866	-0.9419508	0.52700186	0.96962255	1.0	9621	tags=30%, list=28%, signal=41%	
GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_DN	GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_DN		190	-0.18301144	-0.94186366	0.5646388	0.9695292	1.0	7256	tags=23%, list=21%, signal=28%	
GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN	GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN		198	-0.19920292	-0.9417642	0.541744	0.9694707	1.0	7447	tags=25%, list=22%, signal=32%	
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	PARK_HSC_AND_MULTIPOTENT_PROGENITORS		45	-0.2377212	-0.941618	0.5177165	0.9695488	1.0	8400	tags=22%, list=24%, signal=29%	
GSE14308_TH1_VS_NATURAL_TREG_DN	GSE14308_TH1_VS_NATURAL_TREG_DN		197	-0.19631952	-0.9411056	0.5433526	0.9706982	1.0	5504	tags=20%, list=16%, signal=23%	
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN		199	-0.19142291	-0.94091153	0.5693161	0.9709288	1.0	7424	tags=26%, list=21%, signal=32%	
GSE27786_LSK_VS_NEUTROPHIL_UP	GSE27786_LSK_VS_NEUTROPHIL_UP		199	-0.2094306	-0.94086635	0.5217391	0.97070336	1.0	10927	tags=34%, list=32%, signal=49%	
GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_DN	GSE9988_ANTI_TREM1_AND_LPS_VS_CTRL_TREATED_MONOCYTES_DN		197	-0.23697785	-0.9407951	0.51224107	0.9705502	1.0	9600	tags=32%, list=28%, signal=45%	
GSE3039_NKT_CELL_VS_B1_BCELL_DN	GSE3039_NKT_CELL_VS_B1_BCELL_DN		200	-0.20775561	-0.94057816	0.5191571	0.9708457	1.0	8075	tags=29%, list=23%, signal=38%	
GSE3982_NEUTROPHIL_VS_BASOPHIL_DN	GSE3982_NEUTROPHIL_VS_BASOPHIL_DN		199	-0.20910259	-0.9405628	0.5188119	0.97054213	1.0	9815	tags=34%, list=28%, signal=47%	
GSE29618_BCELL_VS_MONOCYTE_UP	GSE29618_BCELL_VS_MONOCYTE_UP		192	-0.32428193	-0.940476	0.59225094	0.970446	1.0	9589	tags=40%, list=28%, signal=55%	
REACTOME_TRNA_AMINOACYLATION	REACTOME_TRNA_AMINOACYLATION		42	-0.3205547	-0.94038826	0.525355	0.97034395	1.0	8767	tags=33%, list=25%, signal=45%	
GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN		200	-0.2198477	-0.9402211	0.4846154	0.970483	1.0	9500	tags=32%, list=27%, signal=44%	
GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN		200	-0.20719808	-0.9402128	0.5173745	0.9701589	1.0	7378	tags=23%, list=21%, signal=28%	
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE		33	-0.3138477	-0.94011205	0.52362204	0.97010934	1.0	5000	tags=27%, list=14%, signal=32%	
GSE24726_WT_VS_E2_2_KO_PDC_DAY4_POST_DELETION_UP	GSE24726_WT_VS_E2_2_KO_PDC_DAY4_POST_DELETION_UP		200	-0.201275	-0.9399111	0.53625953	0.97033244	1.0	8430	tags=27%, list=24%, signal=35%	
OUYANG_PROSTATE_CANCER_PROGRESSION_DN	OUYANG_PROSTATE_CANCER_PROGRESSION_DN		21	-0.31412557	-0.9394223	0.49616858	0.97136545	1.0	6698	tags=33%, list=19%, signal=41%	
GSE14000_UNSTIM_VS_4H_LPS_DC_UP	GSE14000_UNSTIM_VS_4H_LPS_DC_UP		196	-0.22137557	-0.939232	0.49804688	0.9715727	1.0	9576	tags=30%, list=28%, signal=41%	
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_UP	GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_UP		196	-0.18760295	-0.9391323	0.61202186	0.9715306	1.0	6085	tags=24%, list=18%, signal=29%	
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN		31	-0.36587673	-0.9390779	0.58301884	0.97133845	1.0	7767	tags=45%, list=22%, signal=58%	
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_DN	GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_DN		200	-0.22262993	-0.9390359	0.46601942	0.9711152	1.0	8619	tags=30%, list=25%, signal=40%	
GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_UP	GSE7460_CTRL_VS_TGFB_TREATED_ACT_FOXP3_HET_TCONV_UP		200	-0.20495512	-0.93897426	0.5214844	0.97094834	1.0	8286	tags=26%, list=24%, signal=35%	
GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_UP	GSE23568_CTRL_TRANSDUCED_VS_WT_CD8_TCELL_UP		199	-0.2207489	-0.938919	0.5317164	0.9707555	1.0	9296	tags=32%, list=27%, signal=44%	
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN		175	-0.23398346	-0.93860483	0.5065666	0.9712832	1.0	6970	tags=25%, list=20%, signal=31%	
BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN	BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN		53	-0.4558136	-0.93857694	0.65474063	0.97100943	1.0	7766	tags=47%, list=22%, signal=61%	
REN_ALVEOLAR_RHABDOMYOSARCOMA_UP	REN_ALVEOLAR_RHABDOMYOSARCOMA_UP		99	-0.2793184	-0.93840736	0.6088561	0.97112346	1.0	5681	tags=31%, list=16%, signal=37%	
GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_DN	GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TREG_DN		200	-0.21048088	-0.9383549	0.5205224	0.9709327	1.0	9547	tags=31%, list=28%, signal=42%	
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN	GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN		198	-0.21290596	-0.9382774	0.5898876	0.9707938	1.0	9851	tags=33%, list=28%, signal=46%	
GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_UP	GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_UP		198	-0.21310416	-0.93826014	0.5246548	0.9705019	1.0	10561	tags=32%, list=31%, signal=46%	
GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN	GSE16385_MONOCYTE_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_DN		200	-0.21228859	-0.93815726	0.52761906	0.9704461	1.0	8438	tags=25%, list=24%, signal=33%	
LIM_MAMMARY_LUMINAL_MATURE_UP	LIM_MAMMARY_LUMINAL_MATURE_UP		111	-0.24618872	-0.938072	0.5727612	0.9703407	1.0	8438	tags=38%, list=24%, signal=50%	
GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP	GSE8515_CTRL_VS_IL1_4H_STIM_MAC_UP		198	-0.2023627	-0.9380255	0.5449541	0.9701265	1.0	7589	tags=27%, list=22%, signal=35%	
GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_UP	GSE22886_NAIVE_CD4_TCELL_VS_MEMORY_TCELL_UP		192	-0.21725278	-0.93800294	0.52743363	0.9698344	1.0	7809	tags=29%, list=23%, signal=37%	
GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN	GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN		200	-0.2570799	-0.93793577	0.59099436	0.96968055	1.0	8633	tags=32%, list=25%, signal=42%	
GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_UP	GSE7348_LPS_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_UP		181	-0.20706989	-0.9377033	0.51666665	0.9699748	1.0	9364	tags=29%, list=27%, signal=39%	
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP	GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP		200	-0.20880067	-0.9374651	0.543021	0.9703075	1.0	3272	tags=13%, list=9%, signal=14%	
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_UP	GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_UP		188	-0.19814341	-0.93745124	0.52895755	0.9699992	1.0	6044	tags=20%, list=17%, signal=24%	
STK33_SKM_DN	STK33_SKM_DN		272	-0.19192728	-0.9374069	0.6086142	0.9697761	1.0	9487	tags=35%, list=27%, signal=47%	
RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP	RAMPON_ENRICHED_LEARNING_ENVIRONMENT_LATE_UP		21	-0.2938918	-0.9373893	0.5377358	0.9694873	1.0	2505	tags=19%, list=7%, signal=21%	
GSE22611_NOD2_VS_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP	GSE22611_NOD2_VS_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP		199	-0.21355557	-0.9372364	0.52307695	0.969567	1.0	7791	tags=27%, list=23%, signal=35%	
IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP	IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP		192	-0.21970809	-0.9371543	0.5471698	0.9694477	1.0	7416	tags=29%, list=21%, signal=37%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP		195	-0.19963004	-0.93713593	0.5470588	0.9691499	1.0	10689	tags=36%, list=31%, signal=52%	
BALDWIN_PRKCI_TARGETS_UP	BALDWIN_PRKCI_TARGETS_UP		40	-0.25613475	-0.9369729	0.540856	0.9693144	1.0	6204	tags=25%, list=18%, signal=30%	
GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_UP	GSE32533_WT_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_UP		198	-0.20421088	-0.9368323	0.49309665	0.9693713	1.0	8327	tags=24%, list=24%, signal=32%	
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS		386	-0.1968343	-0.93670243	0.5223301	0.9693989	1.0	8046	tags=26%, list=23%, signal=33%	
GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_UP	GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_UP		200	-0.20960756	-0.936664	0.53281856	0.9691563	1.0	10908	tags=35%, list=32%, signal=51%	
GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN	GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN		200	-0.23142801	-0.93661743	0.5152672	0.96894324	1.0	9131	tags=29%, list=26%, signal=40%	
HINATA_NFKB_IMMU_INF	HINATA_NFKB_IMMU_INF		15	-0.3536977	-0.9364495	0.5090543	0.969095	1.0	7019	tags=33%, list=20%, signal=42%	
GSE10325_MYELOID_VS_LUPUS_MYELOID_UP	GSE10325_MYELOID_VS_LUPUS_MYELOID_UP		194	-0.23537895	-0.936431	0.56537104	0.9688045	1.0	7960	tags=36%, list=23%, signal=47%	
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_DN	GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_DN		199	-0.22706191	-0.93637264	0.5153846	0.9686167	1.0	10151	tags=32%, list=29%, signal=45%	
HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_UP	HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE_UP		29	-0.27668723	-0.9363129	0.5604396	0.9684526	1.0	2860	tags=17%, list=8%, signal=19%	
GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP	GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP		197	-0.19534712	-0.9362753	0.55172414	0.9682103	1.0	4941	tags=17%, list=14%, signal=20%	
GSE22919_RESTING_VS_IL2_IL12_IL15_STIM_NK_CELL_DN	GSE22919_RESTING_VS_IL2_IL12_IL15_STIM_NK_CELL_DN		200	-0.19793186	-0.93606186	0.5610236	0.9684606	1.0	10902	tags=34%, list=32%, signal=49%	
PID_RETINOIC_ACID_PATHWAY	PID_RETINOIC_ACID_PATHWAY		30	-0.27751297	-0.9357908	0.5310219	0.96886283	1.0	7455	tags=30%, list=22%, signal=38%	
GSE45365_BCELL_VS_CD8_TCELL_UP	GSE45365_BCELL_VS_CD8_TCELL_UP		189	-0.20133182	-0.9355031	0.5791434	0.9693794	1.0	8048	tags=28%, list=23%, signal=36%	
GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN	GSE41176_WT_VS_TAK1_KO_ANTI_IGM_STIM_BCELL_1H_DN		200	-0.20567535	-0.9354023	0.5866426	0.96933126	1.0	6607	tags=26%, list=19%, signal=33%	
GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_DN	GSE9650_GP33_VS_GP276_LCMV_SPECIFIC_EXHAUSTED_CD8_TCELL_DN		200	-0.21784723	-0.93538105	0.511811	0.969048	1.0	9412	tags=32%, list=27%, signal=44%	
GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP		196	-0.2150669	-0.9352125	0.53614455	0.96923465	1.0	8270	tags=30%, list=24%, signal=39%	
WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY		47	-0.27041408	-0.9349959	0.53816795	0.9694784	1.0	7935	tags=26%, list=23%, signal=33%	
