NAME	TITLE	SCORE	
ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]	-0.06995876	
TM9SF4	transmembrane 9 superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:30797]	-0.06996106	
SETSIP	SET like protein [Source:HGNC Symbol;Acc:HGNC:42937]	-0.06999495	
RPL36A	ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]	-0.07000508	
CYP51A1	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	-0.07000994	
ANKRD44-IT1	ANKRD44 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41477]	-0.07001629	
SCARF2	scavenger receptor class F member 2 [Source:HGNC Symbol;Acc:HGNC:19869]	-0.07003601	
DMC1	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]	-0.07005042	
RNU6-298P	RNA, U6 small nuclear 298, pseudogene [Source:HGNC Symbol;Acc:HGNC:47261]	-0.07009187	
CAB39L	calcium binding protein 39 like [Source:HGNC Symbol;Acc:HGNC:20290]	-0.07010084	
TMEM147	transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]	-0.07012149	
OR11M1P	olfactory receptor family 11 subfamily M member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15333]	-0.070125885	
MISP	mitotic spindle positioning [Source:HGNC Symbol;Acc:HGNC:27000]	-0.07015637	
ZNF493	zinc finger protein 493 [Source:HGNC Symbol;Acc:HGNC:23708]	-0.07019435	
KMT5AP3	KMT5A pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:54728]	-0.07019951	
TMC3-AS1	TMC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51424]	-0.07020549	
LGALS3BP	galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]	-0.070205614	
KIF21A	kinesin family member 21A [Source:HGNC Symbol;Acc:HGNC:19349]	-0.07021803	
CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105]	-0.07023975	
MEFV	MEFV innate immuity regulator, pyrin [Source:HGNC Symbol;Acc:HGNC:6998]	-0.070273764	
DYNLL1P4	dynein light chain LC8-type 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49655]	-0.07027871	
HSPA14	heat shock protein family A (Hsp70) member 14 [Source:HGNC Symbol;Acc:HGNC:29526]	-0.07027898	
UBC	ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]	-0.07028849	
DYDC2	DPY30 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23468]	-0.07030472	
NFE2	nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]	-0.070348896	
AURKC	aurora kinase C [Source:HGNC Symbol;Acc:HGNC:11391]	-0.07038099	
BRCC3P1	BRCA1/BRCA2-containing complex subunit 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51444]	-0.070409425	
SNAPC3	small nuclear RNA activating complex polypeptide 3 [Source:HGNC Symbol;Acc:HGNC:11136]	-0.07041549	
RNU6ATAC4P	RNA, U6atac small nuclear 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:34094]	-0.07043001	
HMGB1P39	high mobility group box 1 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:39186]	-0.0704446	
COQ10BP2	coenzyme Q10B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44913]	-0.070469916	
TRGJ2	T cell receptor gamma joining 2 [Source:HGNC Symbol;Acc:HGNC:12278]	-0.070472635	
MTRF1LP1	mitochondrial translational release factor 1 like pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50611]	-0.070494935	
SPATA8	spermatogenesis associated 8 [Source:HGNC Symbol;Acc:HGNC:28676]	-0.07055057	
RPL23AP58	ribosomal protein L23a pseudogene 58 [Source:HGNC Symbol;Acc:HGNC:36138]	-0.07055992	
RNU6-750P	RNA, U6 small nuclear 750, pseudogene [Source:HGNC Symbol;Acc:HGNC:47713]	-0.07059854	
TRBV7-2	T cell receptor beta variable 7-2 [Source:HGNC Symbol;Acc:HGNC:12236]	-0.07061453	
NDUFA12	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]	-0.07062892	
MIR670HG	MIR670 host gene [Source:HGNC Symbol;Acc:HGNC:49204]	-0.0706293	
SIGLEC5	sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874]	-0.070644915	
RRP15	ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]	-0.07064504	
RASIP1	Ras interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24716]	-0.07070196	
MIR4514	microRNA 4514 [Source:HGNC Symbol;Acc:HGNC:41845]	-0.07072264	
TCEAL6	transcription elongation factor A like 6 [Source:HGNC Symbol;Acc:HGNC:24553]	-0.070745714	
LDOC1	LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]	-0.07075241	
RPS27P29	ribosomal protein S27 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:36516]	-0.07079558	
SNHG30	small nucleolar RNA host gene 30 [Source:HGNC Symbol;Acc:HGNC:52836]	-0.070796534	
OR10H1	olfactory receptor family 10 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8172]	-0.07080892	
ETNK2	ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575]	-0.07088159	
AC097376.3	RAB33B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55153]	-0.07088215	
MLST8	MTOR associated protein, LST8 homolog [Source:HGNC Symbol;Acc:HGNC:24825]	-0.070957474	
VTA1P1	vesicle trafficking 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50483]	-0.07096821	
RNY4P19	RNY4 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:34069]	-0.07096944	
SMO	smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]	-0.07097548	
UFC1	ubiquitin-fold modifier conjugating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:26941]	-0.070982054	
RYR3	ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]	-0.071026534	
MIR766	microRNA 766 [Source:HGNC Symbol;Acc:HGNC:33139]	-0.07103528	
CT55	cancer/testis antigen 55 [Source:HGNC Symbol;Acc:HGNC:26047]	-0.07107332	
NPM1P48	nucleophosmin 1 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:45227]	-0.071080394	
ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]	-0.071086824	
LINC00638	long intergenic non-protein coding RNA 638 [Source:HGNC Symbol;Acc:HGNC:28325]	-0.071095966	
IK	IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]	-0.071102776	
SLC25A5P2	solute carrier family 25 member 5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:35470]	-0.07110381	
MIR1289-1	microRNA 1289-1 [Source:HGNC Symbol;Acc:HGNC:35281]	-0.07113846	
ADIPOR2	adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]	-0.071176864	
GAS2L1P1	growth arrest specific 2 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50293]	-0.071237884	
NMBR	neuromedin B receptor [Source:HGNC Symbol;Acc:HGNC:7843]	-0.07124311	
NPHS2	NPHS2 stomatin family member, podocin [Source:HGNC Symbol;Acc:HGNC:13394]	-0.0712484	
ZFP28	ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:17801]	-0.071252786	
TMEM54	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]	-0.07125887	
FASN	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	-0.07126762	
LINC01597	long intergenic non-protein coding RNA 1597 [Source:HGNC Symbol;Acc:HGNC:51594]	-0.07128139	
POLR3F	RNA polymerase III subunit F [Source:HGNC Symbol;Acc:HGNC:15763]	-0.07131596	
HSH2D	hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]	-0.07132894	
SNX20	sorting nexin 20 [Source:HGNC Symbol;Acc:HGNC:30390]	-0.07134651	
IKZF2	IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]	-0.071395755	
CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	-0.071400516	
ZNF500	zinc finger protein 500 [Source:HGNC Symbol;Acc:HGNC:23716]	-0.0714156	
CST1	cystatin SN [Source:HGNC Symbol;Acc:HGNC:2473]	-0.07144169	
URM1	ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]	-0.07144884	
OR2W6P	olfactory receptor family 2 subfamily W member 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:15072]	-0.0715165	
PILRB	paired immunoglobin like type 2 receptor beta [Source:HGNC Symbol;Acc:HGNC:18297]	-0.07152408	
CXADRP3	CXADR pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:33974]	-0.07157401	
FAM214BP1	FAM214B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54597]	-0.07158171	
TRIM52-AS1	TRIM52 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49006]	-0.07162814	
POLD2	DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]	-0.071642116	
GRWD1	glutamate rich WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:21270]	-0.07171072	
RNU6-936P	RNA, U6 small nuclear 936, pseudogene [Source:HGNC Symbol;Acc:HGNC:47899]	-0.07172811	
MED15	mediator complex subunit 15 [Source:HGNC Symbol;Acc:HGNC:14248]	-0.07175435	
TUT4	terminal uridylyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:28981]	-0.07177757	
MMAA	metabolism of cobalamin associated A [Source:HGNC Symbol;Acc:HGNC:18871]	-0.07179021	
NFATC2	nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]	-0.071816	
HINT2P1	histidine triad nucleotide binding protein 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50311]	-0.0718421	
GAPDHP61	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61 [Source:HGNC Symbol;Acc:HGNC:4155]	-0.07184354	
SNTB2	syntrophin beta 2 [Source:HGNC Symbol;Acc:HGNC:11169]	-0.071875565	
HBP1	HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]	-0.07188152	
MAST4-AS1	MAST4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40865]	-0.07189681	
DIRAS1	DIRAS family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:19127]	-0.07190197	
SUPT5H	SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]	-0.07193955	
OR52I1	olfactory receptor family 52 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:15220]	-0.07194385	
MLLT3	MLLT3 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7136]	-0.07198578	
LINC02728	long intergenic non-protein coding RNA 2728 [Source:HGNC Symbol;Acc:HGNC:54245]	-0.07198704	
NHLRC4	NHL repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26700]	-0.0719982	
DRD4	dopamine receptor D4 [Source:HGNC Symbol;Acc:HGNC:3025]	-0.07200825	
TNFAIP8	TNF alpha induced protein 8 [Source:HGNC Symbol;Acc:HGNC:17260]	-0.07201191	
FOXRED2	FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]	-0.07202563	
GALNT6	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	-0.07202657	
ZCCHC4	zinc finger CCHC-type containing 4 [Source:HGNC Symbol;Acc:HGNC:22917]	-0.072037615	
SNORA40B	small nucleolar RNA, H/ACA box 40B [Source:HGNC Symbol;Acc:HGNC:52204]	-0.0720652	
SLC25A28	solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]	-0.072083995	
CYCSP32	CYCS pseudogene 32 [Source:HGNC Symbol;Acc:HGNC:24406]	-0.07210133	
LINC02483	long intergenic non-protein coding RNA 2483 [Source:HGNC Symbol;Acc:HGNC:53457]	-0.072133735	
H1-2	H1.2 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4716]	-0.0721358	
TPGS2	tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]	-0.07214206	
C7orf31	chromosome 7 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:21722]	-0.07215727	
MTCO2P22	MT-CO2 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:52151]	-0.07215929	
LINC01715	long intergenic non-protein coding RNA 1715 [Source:HGNC Symbol;Acc:HGNC:52502]	-0.07221992	
GCSAML	germinal center associated signaling and motility like [Source:HGNC Symbol;Acc:HGNC:29583]	-0.07222763	
FAM91A3P	family with sequence similarity 91 member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:32273]	-0.07223736	
USP46	ubiquitin specific peptidase 46 [Source:HGNC Symbol;Acc:HGNC:20075]	-0.07224558	
DDX39BP2	DEAD-box helicase 39B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33461]	-0.072248496	
CDPF1	cysteine rich DPF motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33710]	-0.07226112	
CBX3P8	chromobox 3 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42880]	-0.07227672	
ARL2-SNX15	ARL2-SNX15 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49197]	-0.072303034	
ACBD7	acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:17715]	-0.07231025	
FBXL14	F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]	-0.07235167	
PWWP2AP1	PWWP domain containing 2A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39709]	-0.072369605	
RNU6-323P	RNA, U6 small nuclear 323, pseudogene [Source:HGNC Symbol;Acc:HGNC:47286]	-0.07240721	
TMEM230	transmembrane protein 230 [Source:HGNC Symbol;Acc:HGNC:15876]	-0.07246615	
ANKRD63	ankyrin repeat domain 63 [Source:HGNC Symbol;Acc:HGNC:40027]	-0.072469614	
NUGGC	nuclear GTPase, germinal center associated [Source:HGNC Symbol;Acc:HGNC:33550]	-0.072472185	
RBMX	RNA binding motif protein X-linked [Source:HGNC Symbol;Acc:HGNC:9910]	-0.07248931	
RPA2P3	replication protein A2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45118]	-0.07249219	
CCDC166	coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]	-0.07249329	
GTF3C1	general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664]	-0.072502896	
GPRASP2	G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]	-0.07252637	
ZSWIM7	zinc finger SWIM-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26993]	-0.072538264	
RPH3AL	rabphilin 3A like (without C2 domains) [Source:HGNC Symbol;Acc:HGNC:10296]	-0.072598115	
GABRE	gamma-aminobutyric acid type A receptor subunit epsilon [Source:HGNC Symbol;Acc:HGNC:4085]	-0.07263556	
APH1B	aph-1 homolog B, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:24080]	-0.07268177	
FAM189A2	family with sequence similarity 189 member A2 [Source:HGNC Symbol;Acc:HGNC:24820]	-0.07272434	
MIR6822	microRNA 6822 [Source:HGNC Symbol;Acc:HGNC:49999]	-0.072862834	
FAM242F	family with sequence similarity 242 member F [Source:HGNC Symbol;Acc:HGNC:53876]	-0.072871454	
OR52L1	olfactory receptor family 52 subfamily L member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14785]	-0.07288042	
OR2A2	olfactory receptor family 2 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8230]	-0.07288152	
MACROD2	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]	-0.07292045	
CALM2P2	calmodulin 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1447]	-0.07294203	
ATP5MC2	ATP synthase membrane subunit c locus 2 [Source:HGNC Symbol;Acc:HGNC:842]	-0.07296921	
THAP6	THAP domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23189]	-0.07296947	
SLC35F6	solute carrier family 35 member F6 [Source:HGNC Symbol;Acc:HGNC:26055]	-0.07297983	
WEE2-AS1	WEE2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48669]	-0.072988115	
AC008969.1	novel transcript, antisense to ZNF606	-0.07299118	
MSNP1	moesin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:7374]	-0.073034756	
BCAP31	B cell receptor associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	-0.07306663	
ATF3	activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]	-0.07306939	
CADPS	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	-0.07308406	
POU4F1	POU class 4 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9218]	-0.07308783	
TNIP1	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16903]	-0.07308902	
CAMSAP1	calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]	-0.073119685	
B3GALT2	beta-1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:917]	-0.073131025	
RN7SKP240	RN7SK pseudogene 240 [Source:HGNC Symbol;Acc:HGNC:45964]	-0.07314302	
GPX4	glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]	-0.0731442	
H2AJ	H2A.J histone [Source:HGNC Symbol;Acc:HGNC:14456]	-0.073170036	
IRX4-AS1	IRX4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40305]	-0.073210806	
CDCA7L	cell division cycle associated 7 like [Source:HGNC Symbol;Acc:HGNC:30777]	-0.07323114	
CHEK2P2	checkpoint kinase 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43578]	-0.073246375	
FUCA2	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]	-0.07325472	
PPIAL4H	peptidylprolyl isomerase A like 4H [Source:HGNC Symbol;Acc:HGNC:53889]	-0.073274314	
PHKG2	phosphorylase kinase catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:8931]	-0.07329159	
AC027682.1	novel transcript, antisense to CTCF	-0.07330501	
SPATA16	spermatogenesis associated 16 [Source:HGNC Symbol;Acc:HGNC:29935]	-0.07330692	
SNORA79	small nucleolar RNA, H/ACA box 79 [Source:HGNC Symbol;Acc:HGNC:32665]	-0.073310964	
TRAM1L1	translocation associated membrane protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28371]	-0.07331208	
H2BC4	H2B clustered histone 4 [Source:HGNC Symbol;Acc:HGNC:4757]	-0.07332135	
WDR13	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	-0.07335094	
AL445931.1	novel transcript, antisense to BRD3	-0.0733552	
GZMB	granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]	-0.073398165	
WDR44	WD repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:30512]	-0.07340569	
DCXR-DT	DCXR divergent transcript [Source:HGNC Symbol;Acc:HGNC:54083]	-0.07349054	
ZNF710-AS1	ZNF710 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53141]	-0.07349693	
CPEB1-AS1	CPEB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27523]	-0.07351743	
RNA5SP311	RNA, 5S ribosomal pseudogene 311 [Source:HGNC Symbol;Acc:HGNC:43211]	-0.07353997	
ZCCHC14	zinc finger CCHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:24134]	-0.07358586	
SMG1P5	SMG1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49862]	-0.07363412	
DCAF4L2	DDB1 and CUL4 associated factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:26657]	-0.073671594	
TSPAN4	tetraspanin 4 [Source:HGNC Symbol;Acc:HGNC:11859]	-0.07369219	
ZNF865	zinc finger protein 865 [Source:HGNC Symbol;Acc:HGNC:38705]	-0.073712945	
SEPTIN1	septin 1 [Source:HGNC Symbol;Acc:HGNC:2879]	-0.0737486	
GAMT	guanidinoacetate N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4136]	-0.07380027	
MGAT1	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]	-0.073812544	
SLC2A1-AS1	SLC2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44187]	-0.07385092	
RNF220	ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]	-0.07387308	
MTND3P17	MT-ND3 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:52077]	-0.07387834	
RPS26P20	ribosomal protein S26 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36485]	-0.073903985	
DCAF7	DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:HGNC:30915]	-0.07392418	
VN1R83P	vomeronasal 1 receptor 83 pseudogene [Source:HGNC Symbol;Acc:HGNC:37403]	-0.073960155	
NACA4P	NACA family member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:24688]	-0.07401166	
BMS1P16	BMS1 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:49161]	-0.0740307	
TIFA	TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075]	-0.074035145	
VWA5B1	von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]	-0.0740421	
SNHG22	small nucleolar RNA host gene 22 [Source:HGNC Symbol;Acc:HGNC:50285]	-0.074043326	
ZNF678	zinc finger protein 678 [Source:HGNC Symbol;Acc:HGNC:28652]	-0.07405256	
TRBV15	T cell receptor beta variable 15 [Source:HGNC Symbol;Acc:HGNC:12190]	-0.07406062	
LINC00398	long intergenic non-protein coding RNA 398 [Source:HGNC Symbol;Acc:HGNC:42727]	-0.07408559	
LONRF1	LON peptidase N-terminal domain and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:26302]	-0.07408635	
MIR4512	microRNA 4512 [Source:HGNC Symbol;Acc:HGNC:41701]	-0.074115425	
FAM172A	family with sequence similarity 172 member A [Source:HGNC Symbol;Acc:HGNC:25365]	-0.07412129	
ZNF155	zinc finger protein 155 [Source:HGNC Symbol;Acc:HGNC:12940]	-0.07413427	
RNASE4	ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047]	-0.07414111	
LINC01867	long intergenic non-protein coding RNA 1867 [Source:HGNC Symbol;Acc:HGNC:52687]	-0.0741527	
MIR3666	microRNA 3666 [Source:HGNC Symbol;Acc:HGNC:38940]	-0.0741527	
CDK7P1	cyclin dependent kinase 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18614]	-0.074244805	
STPG4	sperm-tail PG-rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26850]	-0.074258275	
SH2D1B	SH2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:30416]	-0.07425997	
ZNF91	zinc finger protein 91 [Source:HGNC Symbol;Acc:HGNC:13166]	-0.07426764	
LINC02307	long intergenic non-protein coding RNA 2307 [Source:HGNC Symbol;Acc:HGNC:53226]	-0.074321166	
MIR4668	microRNA 4668 [Source:HGNC Symbol;Acc:HGNC:41545]	-0.074348	
BACH1	BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]	-0.074384086	
LINC01611	long intergenic non-protein coding RNA 1611 [Source:HGNC Symbol;Acc:HGNC:51791]	-0.07438593	
AGBL5	ATP/GTP binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:26147]	-0.074404806	
LEMD2	LEM domain nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:21244]	-0.074406244	
FDPSP2	farnesyl diphosphate synthase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:3633]	-0.07443013	
AC009468.1	novel transcript	-0.07447499	
MAP7	microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]	-0.074530825	
NPIPB11	nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]	-0.074559346	
ZNF740	zinc finger protein 740 [Source:HGNC Symbol;Acc:HGNC:27465]	-0.07456443	
BHLHE41	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]	-0.07456852	
RPS3AP2	RPS3A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14196]	-0.07458389	
CBWD1	COBW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17134]	-0.07460998	
PRAG1	PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]	-0.07461564	
CSNK1G2	casein kinase 1 gamma 2 [Source:HGNC Symbol;Acc:HGNC:2455]	-0.07469705	
USP31	ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]	-0.07474474	
RILP	Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]	-0.0747723	
ATG101	autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679]	-0.07477916	
TP53TG3E	TP53 target 3 family member E [Source:HGNC Symbol;Acc:HGNC:51816]	-0.07480245	
RPS7P2	ribosomal protein S7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36079]	-0.07486302	
TMEM116	transmembrane protein 116 [Source:HGNC Symbol;Acc:HGNC:25084]	-0.07486494	
ZNF433	zinc finger protein 433 [Source:HGNC Symbol;Acc:HGNC:20811]	-0.07490336	
MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]	-0.074903466	
COG7	component of oligomeric golgi complex 7 [Source:HGNC Symbol;Acc:HGNC:18622]	-0.074929126	
GET1-SH3BGR	GET1-SH3BGR readthrough [Source:HGNC Symbol;Acc:HGNC:54635]	-0.07495952	
RAB10	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	-0.07497382	
TBC1D3L	TBC1 domain family member 3L [Source:HGNC Symbol;Acc:HGNC:51246]	-0.0749929	
ATP6V0E1P2	ATPase H+ transporting V0 subunit e1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:41936]	-0.075001754	
GNA14	G protein subunit alpha 14 [Source:HGNC Symbol;Acc:HGNC:4382]	-0.07502222	
IDH3G	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]	-0.07503975	
APTR	Alu-mediated CDKN1A/p21 transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:44173]	-0.07505286	
RPS2P55	ribosomal protein S2 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36140]	-0.07512336	
MAML1	mastermind like transcriptional coactivator 1 [Source:HGNC Symbol;Acc:HGNC:13632]	-0.075159825	
AC093495.1	XPC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55014]	-0.075171575	
AC084864.2	novel transcript	-0.07520671	
RSF1-IT2	RSF1 intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:41438]	-0.07526423	
RPL17P15	ribosomal protein L17 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:36889]	-0.07530376	
