NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GSE13738_RESTING_VS_TCR_ACTIVATED_CD4_TCELL_UP	195		Rejected!	
GSE13738_RESTING_VS_TCR_ACTIVATED_CD4_TCELL_DN	200		Rejected!	
GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	193		Rejected!	
GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	198		Rejected!	
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP	198		Rejected!	
GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_DN	198		Rejected!	
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_UP	200		Rejected!	
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_DN	194		Rejected!	
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_UP	199		Rejected!	
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN	193		Rejected!	
GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_UP	188		Rejected!	
GSE14000_TRANSLATED_RNA_VS_MRNA_16H_LPS_DC_DN	195		Rejected!	
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_UP	198		Rejected!	
GSE14000_UNSTIM_VS_4H_LPS_DC_TRANSLATED_RNA_DN	197		Rejected!	
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP	197		Rejected!	
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_DN	197		Rejected!	
GSE14000_UNSTIM_VS_4H_LPS_DC_UP	196		Rejected!	
GSE14000_UNSTIM_VS_4H_LPS_DC_DN	198		Rejected!	
GSE14000_UNSTIM_VS_16H_LPS_DC_UP	197		Rejected!	
GSE14000_UNSTIM_VS_16H_LPS_DC_DN	200		Rejected!	
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_UP	196		Rejected!	
GSE14000_4H_VS_16H_LPS_DC_TRANSLATED_RNA_DN	198		Rejected!	
GSE14000_4H_VS_16H_LPS_DC_UP	197		Rejected!	
GSE14000_4H_VS_16H_LPS_DC_DN	200		Rejected!	
GSE14026_TH1_VS_TH17_UP	200		Rejected!	
GSE14026_TH1_VS_TH17_DN	200		Rejected!	
GSE14308_TH2_VS_TH1_UP	199		Rejected!	
GSE14308_TH2_VS_TH1_DN	200		Rejected!	
GSE14308_TH2_VS_TH17_UP	200		Rejected!	
GSE14308_TH2_VS_TH17_DN	199		Rejected!	
GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	200		Rejected!	
GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN	200		Rejected!	
GSE14308_TH2_VS_INDUCED_TREG_UP	197		Rejected!	
GSE14308_TH2_VS_INDUCED_TREG_DN	200		Rejected!	
GSE14308_TH2_VS_NATURAL_TREG_UP	199		Rejected!	
GSE14308_TH2_VS_NATURAL_TREG_DN	199		Rejected!	
GSE14308_TH1_VS_TH17_UP	200		Rejected!	
GSE14308_TH1_VS_TH17_DN	200		Rejected!	
GSE14308_TH1_VS_NAIVE_CD4_TCELL_UP	200		Rejected!	
GSE14308_TH1_VS_NAIVE_CD4_TCELL_DN	200		Rejected!	
GSE14308_TH1_VS_INDUCED_TREG_UP	200		Rejected!	
GSE14308_TH1_VS_INDUCED_TREG_DN	200		Rejected!	
GSE14308_TH1_VS_NATURAL_TREG_UP	200		Rejected!	
GSE14308_TH1_VS_NATURAL_TREG_DN	199		Rejected!	
GSE14308_TH17_VS_NAIVE_CD4_TCELL_UP	200		Rejected!	
GSE14308_TH17_VS_NAIVE_CD4_TCELL_DN	199		Rejected!	
GSE14308_TH17_VS_INDUCED_TREG_UP	200		Rejected!	
GSE14308_TH17_VS_INDUCED_TREG_DN	200		Rejected!	
GSE14308_TH17_VS_NATURAL_TREG_UP	200		Rejected!	
GSE14308_TH17_VS_NATURAL_TREG_DN	200		Rejected!	
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_UP	199		Rejected!	
GSE14308_NAIVE_CD4_TCELL_VS_INDUCED_TREG_DN	200		Rejected!	
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_UP	199		Rejected!	
GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_DN	200		Rejected!	
GSE14308_INDUCED_VS_NATURAL_TREG_UP	200		Rejected!	
GSE14308_INDUCED_VS_NATURAL_TREG_DN	200		Rejected!	
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_UP	194		Rejected!	
GSE1432_CTRL_VS_IFNG_1H_MICROGLIA_DN	198		Rejected!	
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_UP	200		Rejected!	
GSE1432_CTRL_VS_IFNG_6H_MICROGLIA_DN	200		Rejected!	
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_UP	200		Rejected!	
GSE1432_CTRL_VS_IFNG_24H_MICROGLIA_DN	200		Rejected!	
GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP	200		Rejected!	
GSE1432_1H_VS_6H_IFNG_MICROGLIA_DN	200		Rejected!	
GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP	200		Rejected!	
GSE1432_1H_VS_24H_IFNG_MICROGLIA_DN	200		Rejected!	
GSE1432_6H_VS_24H_IFNG_MICROGLIA_UP	200		Rejected!	
GSE1432_6H_VS_24H_IFNG_MICROGLIA_DN	200		Rejected!	
GSE14350_TREG_VS_TEFF_UP	199		Rejected!	
GSE14350_TREG_VS_TEFF_DN	200		Rejected!	
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_UP	200		Rejected!	
GSE14350_TREG_VS_TEFF_IN_IL2RB_KO_DN	199		Rejected!	
GSE14350_IL2RB_KO_VS_WT_TREG_UP	199		Rejected!	
GSE14350_IL2RB_KO_VS_WT_TREG_DN	200		Rejected!	
GSE14350_IL2RB_KO_VS_WT_TEFF_UP	200		Rejected!	
GSE14350_IL2RB_KO_VS_WT_TEFF_DN	200		Rejected!	
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP	200		Rejected!	
GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_DN	200		Rejected!	
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP	200		Rejected!	
GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_DN	200		Rejected!	
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_UP	200		Rejected!	
GSE1448_ANTI_VALPHA2_VS_VBETA5_DP_THYMOCYTE_DN	200		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP	197		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_DN	197		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_UP	199		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_CD4_THYMOCYTE_DN	199		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	199		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	199		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	199		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	197		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_UP	198		Rejected!	
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_DN	200		Rejected!	
GSE1460_DP_VS_CD4_THYMOCYTE_UP	200		Rejected!	
GSE1460_DP_VS_CD4_THYMOCYTE_DN	200		Rejected!	
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200		Rejected!	
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	199		Rejected!	
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	200		Rejected!	
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	197		Rejected!	
GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	195		Rejected!	
GSE1460_DP_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	200		Rejected!	
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	200		Rejected!	
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN	197		Rejected!	
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP	199		Rejected!	
GSE1460_CD4_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	200		Rejected!	
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	198		Rejected!	
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	199		Rejected!	
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP	197		Rejected!	
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_DN	199		Rejected!	
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP	193		Rejected!	
GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_DN	199		Rejected!	
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_UP	193		Rejected!	
GSE1460_NAIVE_CD4_TCELL_ADULT_BLOOD_VS_THYMIC_STROMAL_CELL_DN	200		Rejected!	
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP	199		Rejected!	
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_DN	200		Rejected!	
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_UP	199		Rejected!	
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN	200		Rejected!	
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_UP	200		Rejected!	
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN	200		Rejected!	
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP	200		Rejected!	
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN	199		Rejected!	
GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_UP	199		Rejected!	
GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN	200		Rejected!	
GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_UP	200		Rejected!	
GSE14769_UNSTIM_VS_240MIN_LPS_BMDM_DN	200		Rejected!	
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP	200		Rejected!	
GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_DN	200		Rejected!	
GSE14769_20MIN_VS_360MIN_LPS_BMDM_UP	200		Rejected!	
GSE14769_20MIN_VS_360MIN_LPS_BMDM_DN	200		Rejected!	
GSE14769_40MIN_VS_360MIN_LPS_BMDM_UP	200		Rejected!	
GSE14769_40MIN_VS_360MIN_LPS_BMDM_DN	199		Rejected!	
GSE15215_CD2_POS_VS_NEG_PDC_UP	196		Rejected!	
GSE15215_CD2_POS_VS_NEG_PDC_DN	200		Rejected!	
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_UP	200		Rejected!	
GSE15324_NAIVE_VS_ACTIVATED_CD8_TCELL_DN	200		Rejected!	
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_UP	200		Rejected!	
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_DN	200		Rejected!	
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_UP	200		Rejected!	
GSE15324_ELF4_KO_VS_WT_NAIVE_CD8_TCELL_DN	198		Rejected!	
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP	200		Rejected!	
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_DN	199		Rejected!	
GSE15659_TREG_VS_TCONV_UP	193		Rejected!	
GSE15659_TREG_VS_TCONV_DN	187		Rejected!	
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_UP	193		Rejected!	
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	200		Rejected!	
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_UP	194		Rejected!	
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	198		Rejected!	
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	196		Rejected!	
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	200		Rejected!	
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP	193		Rejected!	
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_DN	198		Rejected!	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP	195		Rejected!	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	198		Rejected!	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	196		Rejected!	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	199		Rejected!	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	196		Rejected!	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN	198		Rejected!	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	195		Rejected!	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_DN	199		Rejected!	
GSE15659_RESTING_VS_ACTIVATED_TREG_UP	191		Rejected!	
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	198		Rejected!	
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_UP	194		Rejected!	
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN	197		Rejected!	
GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP	200		Rejected!	
GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_DN	199		Rejected!	
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP	200		Rejected!	
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_DN	200		Rejected!	
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_UP	200		Rejected!	
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_DN	200		Rejected!	
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	200		Rejected!	
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_DN	200		Rejected!	
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	200		Rejected!	
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN	199		Rejected!	
GSE15767_MED_VS_SCS_MAC_LN_UP	200		Rejected!	
GSE15767_MED_VS_SCS_MAC_LN_DN	199		Rejected!	
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_UP	200		Rejected!	
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN	199		Rejected!	
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	200		Rejected!	
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	199		Rejected!	
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_UP	200		Rejected!	
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN	199		Rejected!	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP	198		Rejected!	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN	200		Rejected!	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	199		Rejected!	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	200		Rejected!	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	198		Rejected!	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_UP	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	200		Rejected!	
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_DN	199		Rejected!	
GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_UP	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IL12_24H_CD8_T_CELL_DN	199		Rejected!	
GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_UP	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IFNAB_24H_CD8_T_CELL_DN	199		Rejected!	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_UP	199		Rejected!	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_DN	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_DN	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_UP	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_DN	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_UP	199		Rejected!	
GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_DN	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_UP	199		Rejected!	
GSE15930_STIM_VS_STIM_AND_IFNAB_72H_CD8_T_CELL_DN	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP	200		Rejected!	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_DN	199		Rejected!	
GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_UP	200		Rejected!	
GSE16522_MEMORY_VS_NAIVE_CD8_TCELL_DN	200		Rejected!	
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_UP	199		Rejected!	
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN	200		Rejected!	
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_UP	200		Rejected!	
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_MEMORY_CD8_TCELL_DN	200		Rejected!	
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_UP	200		Rejected!	
GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN	198		Rejected!	
GSE16755_CTRL_VS_IFNA_TREATED_MAC_UP	195		Rejected!	
GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	199		Rejected!	
GSE17580_TREG_VS_TEFF_UP	200		Rejected!	
GSE17580_TREG_VS_TEFF_DN	200		Rejected!	
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_UP	200		Rejected!	
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	200		Rejected!	
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_UP	200		Rejected!	
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TEFF_DN	200		Rejected!	
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_UP	199		Rejected!	
GSE17580_UNINFECTED_VS_S_MANSONI_INF_TREG_DN	200		Rejected!	
GSE17721_CTRL_VS_LPS_0.5H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_LPS_0.5H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_LPS_1H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_LPS_1H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_LPS_2H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_LPS_2H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_LPS_4H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_LPS_4H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_LPS_6H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_LPS_6H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_LPS_8H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_LPS_8H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_LPS_12H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_LPS_12H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_LPS_24H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_LPS_24H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_1H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_POLYIC_2H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_POLYIC_2H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_4H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_4H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_6H_BMDC_UP	198		Rejected!	
GSE17721_CTRL_VS_POLYIC_6H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_POLYIC_8H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_POLYIC_8H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_POLYIC_12H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_12H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_POLYIC_24H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_POLYIC_24H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_6H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_8H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_12H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP	199		Rejected!	
GSE17721_CTRL_VS_CPG_0.5H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_CPG_1H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_CPG_1H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_CPG_2H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_CPG_2H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_CPG_4H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_CPG_4H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_CPG_6H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_CPG_6H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_CPG_8H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_CPG_8H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_CPG_12H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_CPG_12H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_CPG_24H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_CPG_24H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_6H_BMDC_DN	199		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_8H_BMDC_DN	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_12H_BMDC_DN	198		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_UP	200		Rejected!	
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDC_DN	199		Rejected!	
