NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RPL32P33	1	ENSG00000243514	
ELP2	1	ENSG00000134759	
AC133552.2	1	ENSG00000262587	
BBS2	1	ENSG00000125124	
ASS1P7	1	ENSG00000236893	
LINC02288	1	ENSG00000246548	
ACSL6-AS1	1	ENSG00000223548	
CYP4F35P	1	ENSG00000265787	
RETREG3	1	ENSG00000141699	
DEPP1	1	ENSG00000165507	
RARS2	1	ENSG00000146282	
KCNAB2	1	ENSG00000069424	
SNX18P12	1	ENSG00000279718	
CARS1-AS1	1	ENSG00000247473	
ZNF362	1	ENSG00000160094	
RNU6-548P	1	ENSG00000252892	
ROPN1	1	ENSG00000065371	
GGCX	1	ENSG00000115486	
BMP5	1	ENSG00000112175	
MLXIP	1	ENSG00000175727	
HMGB3P14	1	ENSG00000231845	
GDPGP1	1	ENSG00000183208	
TRIM25	1	ENSG00000121060	
PDCD2L	1	ENSG00000126249	
DENND11	1	ENSG00000257093	
KCTD1	1	ENSG00000134504	
COQ7	1	ENSG00000167186	
MAPK3	1	ENSG00000102882	
PADI4	1	ENSG00000159339	
SHPRH	1	ENSG00000146414	
CLTB	1	ENSG00000175416	
HINT1P1	1	ENSG00000231531	
HCRTR1	1	ENSG00000121764	
MAJIN	1	ENSG00000168070	
FEM1A	1	ENSG00000141965	
KLHDC4	1	ENSG00000104731	
PARM1-AS1	1	ENSG00000249717	
LIMK2	1	ENSG00000182541	
SHLD2P3	1	ENSG00000189014	
TLR5	1	ENSG00000187554	
CFAP251	1	ENSG00000158023	
MLX	1	ENSG00000108788	
ANKRD52	1	ENSG00000139645	
KLHL26	1	ENSG00000167487	
AL669831.7	1	ENSG00000288531	
CYP4F23P	1	ENSG00000269516	
SELE	1	ENSG00000007908	
NBPF17P	1	ENSG00000179571	
CSTF2T	1	ENSG00000177613	
RN7SL230P	1	ENSG00000264916	
RPS6KA6	1	ENSG00000072133	
N4BP2L1	1	ENSG00000139597	
PTPRF	1	ENSG00000142949	
LINC01724	1	ENSG00000227421	
ATG14	1	ENSG00000126775	
DUX4L27	1	ENSG00000258794	
CYP2S1	1	ENSG00000167600	
TRIM39	1	ENSG00000204599	
ATP1B1P1	1	ENSG00000249212	
HCP5	1	ENSG00000206337	
CCDC120	1	ENSG00000147144	
FTH1P7	1	ENSG00000232187	
RPE65	1	ENSG00000116745	
HSD3BP1	1	ENSG00000187481	
GYS2	1	ENSG00000111713	
CDH4	1	ENSG00000179242	
AP000688.2	1	ENSG00000233393	
LARP1	1	ENSG00000155506	
NAP1L2	1	ENSG00000186462	
RNU2-68P	1	ENSG00000222810	
TUBB8P2	1	ENSG00000218896	
MFAP1P1	1	ENSG00000232489	
CRNDE	1	ENSG00000245694	
RN7SL40P	1	ENSG00000242696	
LINC00326	1	ENSG00000231023	
ST3GAL5	1	ENSG00000115525	
SLC2A9	1	ENSG00000109667	
C12orf71	1	ENSG00000214700	
HSP90AA1	1	ENSG00000080824	
ERBB3	1	ENSG00000065361	
NKIRAS2	1	ENSG00000168256	
AL132777.1	1	ENSG00000258445	
LSM6	1	ENSG00000164167	
PTEN	1	ENSG00000171862	
GAGE12D	1	ENSG00000227488	
DISC1-IT1	1	ENSG00000226758	
ZNF229	1	ENSG00000278318	
DBF4B	1	ENSG00000161692	
CCNB1IP1	1	ENSG00000100814	
LBHD2	1	ENSG00000283071	
H2AC11	1	ENSG00000196787	
AL929601.4	1	ENSG00000277367	
NAMPT	1	ENSG00000105835	
AL359710.1	1	ENSG00000237461	
AC024022.1	1	ENSG00000250781	
NUSAP1	1	ENSG00000137804	
MKRN7P	1	ENSG00000225849	
LLPH	1	ENSG00000139233	
PMS2P1	1	ENSG00000078319	
NSA2P1	1	ENSG00000236035	
LINC01189	1	ENSG00000232827	
MIR106B	1	ENSG00000208036	
RPL13A	1	ENSG00000142541	
C22orf39	1	ENSG00000242259	
VSTM2L	1	ENSG00000132821	
TSNAX	1	ENSG00000116918	
SMUG1P1	1	ENSG00000267444	
FRG1FP	1	ENSG00000283047	
GPRC5D	1	ENSG00000111291	
CR392039.3	1	ENSG00000279414	
FRMD7	1	ENSG00000165694	
PCA3	1	ENSG00000225937	
NPIPB6	1	ENSG00000198156	
NAA20	1	ENSG00000173418	
GJB1	1	ENSG00000169562	
TRAV8-5	1	ENSG00000256379	
PCDHGB9P	1	ENSG00000276545	
LINC00446	1	ENSG00000229249	
C22orf34	1	ENSG00000188511	
ETHE1	1	ENSG00000105755	
UBQLN2	1	ENSG00000188021	
SNX24	1	ENSG00000064652	
TEX11	1	ENSG00000120498	
FAM8A1	1	ENSG00000137414	
TRAPPC9	1	ENSG00000167632	
MTND5P14	1	ENSG00000230225	
SEPTIN6	1	ENSG00000125354	
PPM1AP1	1	ENSG00000250483	
FAM86HP	1	ENSG00000253540	
SLC5A12	1	ENSG00000148942	
MNT	1	ENSG00000070444	
RPL15	1	ENSG00000174748	
SYPL1	1	ENSG00000008282	
OXCT1-AS1	1	ENSG00000248668	
LMO7DN-IT1	1	ENSG00000223458	
TMEM144	1	ENSG00000164124	
ASB10	1	ENSG00000146926	
NPM1P5	1	ENSG00000258925	
PP2D1	1	ENSG00000183977	
CHL1-AS1	1	ENSG00000234661	
SEMA4G	1	ENSG00000095539	
LINC01764	1	ENSG00000267308	
ARMT1	1	ENSG00000146476	
LINC01756	1	ENSG00000230523	
RPS15A	1	ENSG00000134419	
DPF2	1	ENSG00000133884	
SRSF3P1	1	ENSG00000257043	
LINC01554	1	ENSG00000236882	
SLC25A36P1	1	ENSG00000267781	
SEPSECS-AS1	1	ENSG00000281501	
GUCY2GP	1	ENSG00000243316	
ACTR1B	1	ENSG00000115073	
TPSD1	1	ENSG00000095917	
EDC3	1	ENSG00000179151	
CPO	1	ENSG00000144410	
KIF3A	1	ENSG00000131437	
CES5A	1	ENSG00000159398	
RNF121	1	ENSG00000137522	
C1GALT1	1	ENSG00000106392	
AL117339.4	1	ENSG00000283930	
TAFA1	1	ENSG00000183662	
ALOX12-AS1	1	ENSG00000215067	
CYP21A2	1	ENSG00000231852	
FOXD4	1	ENSG00000170122	
HDDC2	1	ENSG00000111906	
AGPAT1	1	ENSG00000204310	
MARK2P17	1	ENSG00000244065	
IDH3A	1	ENSG00000166411	
GNG10	1	ENSG00000242616	
ACTBP9	1	ENSG00000266920	
MIR4442	1	ENSG00000283971	
AL390039.1	1	ENSG00000213569	
POLD2P1	1	ENSG00000213730	
ZNF485	1	ENSG00000198298	
KRT17	1	ENSG00000128422	
MTCO3P12	1	ENSG00000198744	
OCRL	1	ENSG00000122126	
RPS2P7	1	ENSG00000235508	
ROPN1B	1	ENSG00000114547	
BAG6	1	ENSG00000204463	
NPIPA5	1	ENSG00000183793	
YAP1P1	1	ENSG00000220494	
VDAC1P10	1	ENSG00000232809	
PIK3R4	1	ENSG00000196455	
MIR99AHG	1	ENSG00000215386	
AL079338.1	1	ENSG00000286546	
C6orf52	1	ENSG00000137434	
CCDC6	1	ENSG00000108091	
LINC01983	1	ENSG00000223783	
RNU7-75P	1	ENSG00000251880	
GTF2A2	1	ENSG00000140307	
NBPF3	1	ENSG00000142794	
L3HYPDH	1	ENSG00000126790	
FOXO4	1	ENSG00000184481	
TNFRSF11A	1	ENSG00000141655	
NAA50	1	ENSG00000121579	
NSA2P4	1	ENSG00000259750	
CNDP2	1	ENSG00000133313	
RTEL1P1	1	ENSG00000251441	
CSGALNACT1	1	ENSG00000147408	
GAD1	1	ENSG00000128683	
IGHV5-10-1	1	ENSG00000282651	
LINC02591	1	ENSG00000263590	
MIR4502	1	ENSG00000265450	
MIR6076	1	ENSG00000278038	
IRGC	1	ENSG00000124449	
ZNF528	1	ENSG00000167555	
HMGN2P28	1	ENSG00000236086	
MAFG	1	ENSG00000197063	
GOLGA7	1	ENSG00000147533	
DNAH3	1	ENSG00000158486	
GUSBP9	1	ENSG00000215630	
B3GAT3	1	ENSG00000149541	
DAZAP2P1	1	ENSG00000223825	
AL133330.2	1	ENSG00000255004	
PTCD3	1	ENSG00000132300	
USP47	1	ENSG00000170242	
MIR624	1	ENSG00000207952	
ARID5A	1	ENSG00000196843	
DPH5	1	ENSG00000117543	
EIF3M	1	ENSG00000149100	
AL034397.1	1	ENSG00000217835	
VN1R78P	1	ENSG00000268272	
OR1J4	1	ENSG00000239590	
SLC27A6	1	ENSG00000113396	
MIR133A1HG	1	ENSG00000265142	
DCLK1	1	ENSG00000133083	
EFCAB14	1	ENSG00000159658	
BTBD7P1	1	ENSG00000203414	
C19orf85	1	ENSG00000283567	
RPSAP12	1	ENSG00000240087	
ZNF586	1	ENSG00000083828	
NPM1P39	1	ENSG00000225159	
NLGN4X	1	ENSG00000146938	
SPESP1	1	ENSG00000258484	
RPLP0P6	1	ENSG00000213553	
MINPP1	1	ENSG00000107789	
EDA2R	1	ENSG00000131080	
MFSD4B	1	ENSG00000173214	
RANBP20P	1	ENSG00000259144	
ARL5AP4	1	ENSG00000224806	
GPR180	1	ENSG00000152749	
ST3GAL6-AS1	1	ENSG00000239445	
RPL15P2	1	ENSG00000240914	
RPS3AP14	1	ENSG00000242229	
WHAMMP3	1	ENSG00000276141	
PAQR6	1	ENSG00000160781	
SMIM26	1	ENSG00000232388	
UCA1	1	ENSG00000214049	
OBI1-AS1	1	ENSG00000234377	
TIPARP-AS1	1	ENSG00000243926	
AC021106.2	1	ENSG00000251332	
WDR89	1	ENSG00000140006	
LEO1	1	ENSG00000166477	
BNIP3P11	1	ENSG00000271550	
SELENOW	1	ENSG00000178980	
ATPAF1	1	ENSG00000123472	
PLXNB3	1	ENSG00000198753	
PIGP	1	ENSG00000185808	
AL391280.2	1	ENSG00000250995	
KSR1	1	ENSG00000141068	
ZNF57	1	ENSG00000171970	
OSBP	1	ENSG00000110048	
FXR1	1	ENSG00000114416	
ATXN1L	1	ENSG00000224470	
ERLIN2	1	ENSG00000147475	
LINC01726	1	ENSG00000280350	
MAGEA12	1	ENSG00000213401	
GGCT	1	ENSG00000006625	
SOD2-OT1	1	ENSG00000285427	
PRMT9	1	ENSG00000164169	
SH3RF1	1	ENSG00000154447	
LANCL1-AS1	1	ENSG00000234281	
DHODH	1	ENSG00000102967	
NPIPB8	1	ENSG00000255524	
ZMYND19P1	1	ENSG00000258917	
TXNDC5	1	ENSG00000239264	
AC025154.2	1	ENSG00000257588	
AKT1	1	ENSG00000142208	
IGHV4-59	1	ENSG00000224373	
SLITRK2	1	ENSG00000185985	
AGA	1	ENSG00000038002	
H4C12	1	ENSG00000273542	
HLA-DOA	1	ENSG00000204252	
CDA	1	ENSG00000158825	
GSTA7P	1	ENSG00000237674	
C3orf20	1	ENSG00000131379	
PRG2	1	ENSG00000186652	
RNA5SP532	1	ENSG00000283433	
PIGBOS1	1	ENSG00000225973	
SNHG1	1	ENSG00000255717	
MT2P1	1	ENSG00000162840	
SNTG2-AS1	1	ENSG00000235688	
NDUFAF4P3	1	ENSG00000236411	
RPL9P18	1	ENSG00000213309	
CSMD1	1	ENSG00000183117	
LINS1	1	ENSG00000140471	
CD274	1	ENSG00000120217	
RN7SL574P	1	ENSG00000266075	
MIR3681HG	1	ENSG00000224184	
RBBP4P5	1	ENSG00000256737	
RANBP9	1	ENSG00000010017	
WDR46	1	ENSG00000227057	
FYB2	1	ENSG00000187889	
SPACA4	1	ENSG00000177202	
MED28	1	ENSG00000118579	
LINC00332	1	ENSG00000230710	
RNFT2	1	ENSG00000135119	
POLR3GP2	1	ENSG00000266984	
EXOC4	1	ENSG00000131558	
MARCHF2	1	ENSG00000099785	
IGHVIV-44-1	1	ENSG00000253465	
SCO2	1	ENSG00000284194	
HSD11B2	1	ENSG00000176387	
ISCA1P6	1	ENSG00000227653	
CT55	1	ENSG00000169551	
KARS1	1	ENSG00000065427	
HMGB1P31	1	ENSG00000233266	
FPGT-TNNI3K	1	ENSG00000259030	
RNU6-595P	1	ENSG00000200814	
SLC7A5	1	ENSG00000103257	
EIF2S3	1	ENSG00000130741	
ATP5PB	1	ENSG00000116459	
CFAP65	1	ENSG00000181378	
RPL38	1	ENSG00000172809	
SLC17A4	1	ENSG00000146039	
KREMEN1	1	ENSG00000183762	
AC026523.1	1	ENSG00000259582	
NKRF	1	ENSG00000186416	
C2orf69P2	1	ENSG00000260341	
CUTC	1	ENSG00000119929	
SLC22A15	1	ENSG00000163393	
CEP68	1	ENSG00000011523	
TNK2	1	ENSG00000061938	
ATP13A5	1	ENSG00000187527	
SRP14P4	1	ENSG00000268062	
MTMR12	1	ENSG00000150712	
ASGR2	1	ENSG00000161944	
KCNN1	1	ENSG00000105642	
GTF2IRD2B	1	ENSG00000174428	
RNF39	1	ENSG00000204618	
LINC02865	1	ENSG00000229922	
PAEPP1	1	ENSG00000224045	
RARRES2P1	1	ENSG00000241622	
OXER1	1	ENSG00000162881	
NDE1	1	ENSG00000072864	
GCN1	1	ENSG00000089154	
FTO	1	ENSG00000140718	
AC090587.1	1	ENSG00000228661	
RPL12P14	1	ENSG00000224321	
SLC27A1	1	ENSG00000130304	
ARHGAP32	1	ENSG00000134909	
ADPRHL1	1	ENSG00000153531	
RPL23AP43	1	ENSG00000227337	
TRPM7	1	ENSG00000092439	
MPP2	1	ENSG00000108852	
PARP8	1	ENSG00000151883	
BCL2	1	ENSG00000171791	
MIR29B2CHG	1	ENSG00000203709	
IRF4	1	ENSG00000137265	
AC025048.6	1	ENSG00000280852	
CDK12	1	ENSG00000167258	
SLC9A3R1	1	ENSG00000109062	
SERBP1P3	1	ENSG00000242142	
AP1G1	1	ENSG00000166747	
RPL21P93	1	ENSG00000229605	
AL132712.2	1	ENSG00000287346	
POLH	1	ENSG00000170734	
YWHAQP7	1	ENSG00000271142	
VAMP7	1	ENSG00000124333	
NOP10	1	ENSG00000182117	
INTS12	1	ENSG00000138785	
TEKT3	1	ENSG00000125409	
SSXP10	1	ENSG00000217330	
JMJD8	1	ENSG00000161999	
MBNL2	1	ENSG00000139793	
TAF15	1	ENSG00000270647	
ZSCAN12P1	1	ENSG00000219891	
AC112487.1	1	ENSG00000239482	
PTCRA	1	ENSG00000171611	
OR6L2P	1	ENSG00000273327	
MACC1	1	ENSG00000183742	
RNU6-665P	1	ENSG00000207369	
ZNF442	1	ENSG00000198342	
LINC01908	1	ENSG00000265374	
TXNRD2	1	ENSG00000184470	
PXN-AS1	1	ENSG00000255857	
ZDHHC15	1	ENSG00000102383	
FCF1P8	1	ENSG00000251111	
CTAGE8	1	ENSG00000244693	
TLR1	1	ENSG00000174125	
PYCR2	1	ENSG00000143811	
NDST4	1	ENSG00000138653	
RNF19B	1	ENSG00000116514	
PDYN-AS1	1	ENSG00000233896	
SLC25A16	1	ENSG00000122912	
NAPRT	1	ENSG00000147813	
BLMH	1	ENSG00000108578	
PRODH2	1	ENSG00000250799	
IPO11	1	ENSG00000086200	
DCLRE1C	1	ENSG00000152457	
AL606970.3	1	ENSG00000234647	
PRUNE2	1	ENSG00000106772	
TNS4	1	ENSG00000131746	
SYNJ1	1	ENSG00000159082	
BICRA	1	ENSG00000063169	
TRMT5	1	ENSG00000126814	
ZNF276	1	ENSG00000158805	
DDX23	1	ENSG00000174243	
SLFN5	1	ENSG00000166750	
PPP2R5C	1	ENSG00000078304	
SEC24B-AS1	1	ENSG00000247950	
IGHVII-33-1	1	ENSG00000254203	
PGLYRP3	1	ENSG00000159527	
OR5BK1P	1	ENSG00000257763	
SLC16A6P1	1	ENSG00000232457	
PPP1R3A	1	ENSG00000154415	
AL121936.1	1	ENSG00000284607	
ARHGAP6	1	ENSG00000047648	
AC079466.1	1	ENSG00000266976	
MTND1P9	1	ENSG00000228995	
YEATS4	1	ENSG00000127337	
TNK2-AS1	1	ENSG00000224614	
ABCB10P4	1	ENSG00000260053	
NHSL1	1	ENSG00000135540	
AC108451.1	1	ENSG00000259175	
NDUFA4	1	ENSG00000189043	
COX7CP1	1	ENSG00000235957	
PHKA2	1	ENSG00000044446	
ANKFY1	1	ENSG00000185722	
TMEM254	1	ENSG00000133678	
NPC1L1	1	ENSG00000015520	
MTCO1P11	1	ENSG00000224083	
LINC01687	1	ENSG00000233215	
COX16	1	ENSG00000133983	
COX5AP2	1	ENSG00000258981	
SYVN1	1	ENSG00000162298	
NOL6	1	ENSG00000165271	
MYBPHL	1	ENSG00000221986	
ATP6V1H	1	ENSG00000047249	
USF2	1	ENSG00000105698	
IZUMO1	1	ENSG00000182264	
MYOM3	1	ENSG00000142661	
TRMT61A	1	ENSG00000166166	
CMIP	1	ENSG00000153815	
FAM167A	1	ENSG00000154319	
HNRNPA1P15	1	ENSG00000214761	
PP12613	1	ENSG00000226757	
PPP2R2A	1	ENSG00000221914	
AL445072.1	1	ENSG00000237208	
RAB20	1	ENSG00000139832	
RANBP17	1	ENSG00000204764	
PIGZ	1	ENSG00000119227	
FAM198B-AS1	1	ENSG00000248429	
PTTG2	1	ENSG00000250254	
LINC02607	1	ENSG00000228971	
STK24-AS1	1	ENSG00000224418	
AC068587.4	1	ENSG00000283674	
SERINC5	1	ENSG00000164300	
SPART-AS1	1	ENSG00000120664	
UBE2G1	1	ENSG00000132388	
FEZ1	1	ENSG00000149557	
TOLLIP	1	ENSG00000078902	
SETD6	1	ENSG00000103037	
RTN3	1	ENSG00000133318	
TERF2	1	ENSG00000132604	
SLC4A9	1	ENSG00000113073	
PSMC1P7	1	ENSG00000243838	
SRSF8	1	ENSG00000263465	
CNN2P3	1	ENSG00000235832	
KLF5	1	ENSG00000102554	
MBLAC2	1	ENSG00000176055	
FAM149A	1	ENSG00000109794	
SNHG26	1	ENSG00000228649	
LAPTM4BP1	1	ENSG00000237008	
ASPA	1	ENSG00000108381	
OR8G5	1	ENSG00000255298	
DHRS12	1	ENSG00000102796	
OPHN1	1	ENSG00000079482	
CHD1L	1	ENSG00000131778	
PAXIP1	1	ENSG00000157212	
LINC02712	1	ENSG00000273409	
SMARCA5-AS1	1	ENSG00000245112	
AL354718.3	1	ENSG00000276832	
BNC2-AS1	1	ENSG00000234779	
LYPLAL1	1	ENSG00000143353	
TMEM258	1	ENSG00000134825	
DYNLL1P1	1	ENSG00000205579	
ZFPM1	1	ENSG00000179588	
ESRP1	1	ENSG00000104413	
METTL14-DT	1	ENSG00000281731	
LINC02695	1	ENSG00000254699	
GATM	1	ENSG00000171766	
KRT72	1	ENSG00000170486	
FAM224A	1	ENSG00000233522	
ARID3B	1	ENSG00000179361	
TPT1P9	1	ENSG00000234782	
LINC01727	1	ENSG00000279082	
GAPLINC	1	ENSG00000266835	
SMARCD2	1	ENSG00000108604	
AC068733.3	1	ENSG00000282556	
TEX2	1	ENSG00000136478	
ZNF282	1	ENSG00000170265	
AC137932.1	1	ENSG00000260279	
MOGAT1	1	ENSG00000124003	
MC5R	1	ENSG00000176136	
RPL28	1	ENSG00000108107	
CRTC1	1	ENSG00000105662	
SETD9	1	ENSG00000155542	
DEFB109D	1	ENSG00000254866	
PCIF1	1	ENSG00000100982	
KCNK15-AS1	1	ENSG00000244558	
KASH5	1	ENSG00000161609	
MBL2	1	ENSG00000165471	
KAT7	1	ENSG00000136504	
FAM90A28P	1	ENSG00000269118	
RPL5	1	ENSG00000122406	
DSCAM	1	ENSG00000171587	
COL25A1	1	ENSG00000188517	
AC109454.3	1	ENSG00000250564	
EFL1	1	ENSG00000140598	
ADGRA1	1	ENSG00000197177	
EIF1P3	1	ENSG00000231684	
RNU6-1262P	1	ENSG00000252026	
NCKAP5L	1	ENSG00000167566	
SLC5A5	1	ENSG00000105641	
ACVR2B	1	ENSG00000114739	
FAM86C2P	1	ENSG00000160172	
SUSD4	1	ENSG00000143502	
TMEM268	1	ENSG00000157693	
SMU1P1	1	ENSG00000237842	
KAT8	1	ENSG00000103510	
CXCL14	1	ENSG00000145824	
MCF2L-AS1	1	ENSG00000235280	
DHX8	1	ENSG00000067596	
CLUHP10	1	ENSG00000282511	
SPP2	1	ENSG00000072080	
PRDM7	1	ENSG00000126856	
AWAT1	1	ENSG00000204195	
VTI1A	1	ENSG00000151532	
ZNHIT2	1	ENSG00000174276	
PCDHB19P	1	ENSG00000262096	
TIMM10	1	ENSG00000134809	
ZYG11AP1	1	ENSG00000232242	
INTS6-AS1	1	ENSG00000236778	
SNHG20	1	ENSG00000234912	
ETV5	1	ENSG00000244405	
ATP5PF	1	ENSG00000154723	
CLMN	1	ENSG00000165959	
C21orf91	1	ENSG00000154642	
ATP12A	1	ENSG00000075673	
HSP90AB1	1	ENSG00000096384	
MT1XP1	1	ENSG00000233929	
LINC01579	1	ENSG00000258754	
GRHL2	1	ENSG00000083307	
SLC16A4	1	ENSG00000168679	
RPL17-C18orf32	1	ENSG00000215472	
C12orf45	1	ENSG00000151131	
TEX30	1	ENSG00000151287	
COX6CP2	1	ENSG00000231715	
FAM157B	1	ENSG00000233013	
AL109809.1	1	ENSG00000232528	
FADS3	1	ENSG00000221968	
C17orf78	1	ENSG00000278505	
PPP6R1	1	ENSG00000105063	
CLCN6	1	ENSG00000011021	
RAB1C	1	ENSG00000233111	
ABHD17A	1	ENSG00000129968	
FKBP2	1	ENSG00000173486	
BCOR	1	ENSG00000183337	
PCDHA6	1	ENSG00000081842	
TSGA10	1	ENSG00000135951	
HNF4A	1	ENSG00000101076	
TRAJ10	1	ENSG00000211879	
MTNR1B	1	ENSG00000134640	
FAM160A2	1	ENSG00000051009	
RPS27A	1	ENSG00000143947	
SPANXA2-OT1	1	ENSG00000277215	
NIPAL3	1	ENSG00000001461	
WDR64	1	ENSG00000162843	
SNORA80C	1	ENSG00000199787	
MTARC2	1	ENSG00000117791	
PRPF8	1	ENSG00000174231	
ST8SIA6	1	ENSG00000148488	
DLST	1	ENSG00000119689	
SPRED1	1	ENSG00000166068	
ZNF543	1	ENSG00000178229	
LINC00920	1	ENSG00000246898	
SLC39A11	1	ENSG00000133195	
AKT2	1	ENSG00000105221	
DFFBP1	1	ENSG00000232303	
ANKRD20A9P	1	ENSG00000206192	
FBXO7	1	ENSG00000100225	
CYP3A7	1	ENSG00000160870	
H3P25	1	ENSG00000275506	
ASCL1	1	ENSG00000139352	
PAXBP1-AS1	1	ENSG00000238197	
SLC3A2	1	ENSG00000168003	
HEXIM2	1	ENSG00000168517	
LGALS17A	1	ENSG00000226025	
RRN3P4	1	ENSG00000229781	
HNRNPA1P49	1	ENSG00000233231	
AGGF1P2	1	ENSG00000233435	
UBE2FP3	1	ENSG00000233337	
RPL9P7	1	ENSG00000238103	
NUDT4B	1	ENSG00000177144	
HIGD1A	1	ENSG00000181061	
B3GNT10	1	ENSG00000214654	
RNF169	1	ENSG00000166439	
KRT18P57	1	ENSG00000215867	
RPS20P2	1	ENSG00000219274	
HMGA1P4	1	ENSG00000234705	
TRADD	1	ENSG00000102871	
PYGB	1	ENSG00000100994	
CACNG8	1	ENSG00000142408	
RPL12P12	1	ENSG00000236992	
LRRK2	1	ENSG00000188906	
LRRC4B	1	ENSG00000131409	
DNAJA3	1	ENSG00000103423	
DDX39B-AS1	1	ENSG00000234006	
AC027117.1	1	ENSG00000253671	
JPX	1	ENSG00000225470	
UPK1A	1	ENSG00000105668	
RNY4P18	1	ENSG00000212409	
XPC	1	ENSG00000154767	
KMT2D	1	ENSG00000167548	
SLC2A3P2	1	ENSG00000185031	
SORCS3	1	ENSG00000156395	
BORA	1	ENSG00000136122	
RBPJL	1	ENSG00000124232	
RBM20	1	ENSG00000203867	
GAB2	1	ENSG00000033327	
EEF1D	1	ENSG00000104529	
SYT6	1	ENSG00000134207	
SRSF10P1	1	ENSG00000267717	
PI15	1	ENSG00000137558	
ZFP91	1	ENSG00000186660	
CSTB	1	ENSG00000160213	
CCDC71L	1	ENSG00000253276	
EMC10	1	ENSG00000161671	
LIG1	1	ENSG00000105486	
F2R	1	ENSG00000181104	
AC023824.4	1	ENSG00000261398	
ERAP1	1	ENSG00000164307	
NPEPPSP1	1	ENSG00000274487	
TWF1P1	1	ENSG00000178082	
TPTEP2	1	ENSG00000244627	
OVOL1-AS1	1	ENSG00000255120	
MIR581	1	ENSG00000207627	
MIR548A1HG	1	ENSG00000283408	
CHST3	1	ENSG00000122863	
DDX28	1	ENSG00000182810	
GADL1	1	ENSG00000144644	
LCMT1-AS1	1	ENSG00000260448	
TRBV11-1	1	ENSG00000211720	
LINC01621	1	ENSG00000235357	
RNU6-1110P	1	ENSG00000252271	
TSPEAR-AS1	1	ENSG00000235890	
RNA5SP494	1	ENSG00000222585	
EDN2	1	ENSG00000127129	
SAMMSON	1	ENSG00000240405	
PBX1-AS1	1	ENSG00000233693	
LAMA1	1	ENSG00000101680	
SCAP	1	ENSG00000114650	
RN7SL606P	1	ENSG00000239932	
RPS10P5	1	ENSG00000101278	
RNU6-204P	1	ENSG00000199335	
EHHADH	1	ENSG00000113790	
COX5A	1	ENSG00000178741	
CPPED1	1	ENSG00000103381	
ALKBH2	1	ENSG00000189046	
PPM1A	1	ENSG00000100614	
SEC14L1P1	1	ENSG00000213693	
ATP6V1D	1	ENSG00000100554	
AC144652.1	1	ENSG00000273117	
LINC01340	1	ENSG00000250331	
FBXO10	1	ENSG00000147912	
MRPL38	1	ENSG00000204316	
DDX54	1	ENSG00000123064	
ZBTB45P2	1	ENSG00000226065	
VILL	1	ENSG00000136059	
MIR32	1	ENSG00000207698	
ARNILA	1	ENSG00000235072	
GCNT2	1	ENSG00000111846	
MID1	1	ENSG00000101871	
MST1P2	1	ENSG00000186301	
RPS15	1	ENSG00000115268	
ALDH7A1P1	1	ENSG00000251400	
GNPTAB	1	ENSG00000111670	
POLDIP2	1	ENSG00000004142	
CNFN	1	ENSG00000105427	
PICART1	1	ENSG00000246640	
PDK2	1	ENSG00000005882	
EPB41L4A	1	ENSG00000129595	
ZNF619	1	ENSG00000177873	
EAPP	1	ENSG00000129518	
TMEM147-AS1	1	ENSG00000236144	
HPS4	1	ENSG00000100099	
AC009061.2	1	ENSG00000270049	
INSL4	1	ENSG00000120211	
DIPK1C	1	ENSG00000187773	
TNFRSF21	1	ENSG00000146072	
TMEM82	1	ENSG00000162460	
ILF3-DT	1	ENSG00000267100	
ABRA	1	ENSG00000174429	
PINCR	1	ENSG00000224294	
BRD7P4	1	ENSG00000218676	
MYO7B	1	ENSG00000169994	
PLAAT2	1	ENSG00000133328	
CFHR5	1	ENSG00000134389	
RBM3	1	ENSG00000102317	
ANP32A	1	ENSG00000140350	
ZNF135	1	ENSG00000176293	
BPHL	1	ENSG00000137274	
C6orf89	1	ENSG00000198663	
RNU6-558P	1	ENSG00000201382	
PMFBP1	1	ENSG00000118557	
KCNA6	1	ENSG00000151079	
SUMO3	1	ENSG00000184900	
SMIM35	1	ENSG00000255274	
RPL3L	1	ENSG00000140986	
STIM1	1	ENSG00000167323	
EXOSC8	1	ENSG00000120699	
P2RX7	1	ENSG00000089041	
TMPRSS2	1	ENSG00000184012	
UGT2B28	1	ENSG00000135226	
CIRBP	1	ENSG00000099622	
LINC00167	1	ENSG00000233220	
GTPBP2	1	ENSG00000172432	
H2BC15	1	ENSG00000233822	
SMIM13	1	ENSG00000224531	
PUS10	1	ENSG00000162927	
NCKIPSD	1	ENSG00000213672	
LETM1	1	ENSG00000168924	
MELTF	1	ENSG00000163975	
NDUFS4	1	ENSG00000164258	
CLECL1	1	ENSG00000184293	
HSPE1P4	1	ENSG00000258153	
TM4SF4	1	ENSG00000169903	
SMARCE1P3	1	ENSG00000259102	
PATJ	1	ENSG00000132849	
RBM23	1	ENSG00000100461	
IGHJ2P	1	ENSG00000237547	
LINC00266-1	1	ENSG00000149656	
FBXL15	1	ENSG00000107872	
PNPLA6	1	ENSG00000032444	
AC234781.2	1	ENSG00000225008	
CD59	1	ENSG00000085063	
ANKRD20A4P	1	ENSG00000172014	
TMEM30A-DT	1	ENSG00000225793	
